oid,timestamp,x,y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw,other_oid,other_class,other_x,other_y
49953,1687.3,496062.93202383,5406106.77109427,0.0,0.0,209.877,-1.48148,4.93827,203.457,"[49919, 47646, 49959, 49957, 49950, 49953]","[5, 0, 3, 3, 3, 4]","[496072.883562688, 496048.497088226, 496074.926731396, 496074.210761069, 496074.170492666, 496062.93202383]","[5406107.02077006, 5406113.74470061, 5406096.80334, 5406099.52190588, 5406110.14422303, 5406106.77109427]"
49953,1687.4,496062.940269007,5406106.8269453,0.0,-1.4,221.6,0.0,0.0,188.8,"[49950, 47646, 49919, 49957, 49959, 49953]","[3, 0, 5, 3, 3, 4]","[496073.890784497, 496048.880632496, 496073.469565552, 496074.215645523, 496074.759453813, 496062.940269007]","[5406109.94864117, 5406113.64227221, 5406106.83752401, 5406099.52050212, 5406096.84551376, 5406106.8269453]"
49953,1687.5,496062.966587718,5406106.88092374,0.0,0.0,203.2,-3.4,6.4,187.6,"[49957, 49959, 49953, 47646, 49919, 49950]","[3, 3, 4, 0, 5, 3]","[496074.210113012, 496074.634149301, 496062.966587718, 496049.24764562, 496074.150248654, 496073.679297615]","[5406099.52423546, 5406096.88704996, 5406106.88092374, 5406113.54083603, 5406106.79111631, 5406110.02128992]"
49953,1687.6,496062.978897131,5406106.93190242,1.6,0.2,212.4,0.0,8.6,190.4,"[49957, 49959, 49953, 47646, 49919, 49950]","[3, 3, 4, 0, 5, 3]","[496074.190033696, 496074.593697408, 496062.978897131, 496049.57296509, 496074.798642457, 496073.520111803]","[5406099.52285953, 5406096.90584138, 5406106.93190242, 5406113.45109972, 5406106.71231916, 5406110.26257155]"
49953,1687.7,496062.954374333,5406106.98923027,0.0,0.0,207.2,0.0,0.2,191.6,"[49953, 49959, 49957, 49919, 49950, 47646]","[4, 3, 3, 5, 3, 0]","[496062.954374333, 496074.580357682, 496074.163196007, 496075.442884698, 496073.34744704, 496049.914982612]","[5406106.98923027, 5406096.91096964, 5406099.51469444, 5406106.60963379, 5406110.31411318, 5406113.35648218]"
49953,1687.8,496062.939670044,5406107.02803029,0.0,0.0,212.0,0.0,0.0,194.4,"[49953, 49957, 49959, 49950, 49919, 47646]","[4, 3, 3, 3, 5, 0]","[496062.939670044, 496074.141574644, 496074.565643763, 496073.144243289, 496076.088220198, 496050.243417703]","[5406107.02803029, 5406099.50395589, 5406096.91297987, 5406110.20364216, 5406106.48602706, 5406113.26652669]"
49953,1687.9,496062.94766356,5406107.03693513,5.76296,0.0,224.0,-5.6,8.0,190.8,"[49957, 49953, 49950, 49919, 47646, 49959]","[3, 4, 3, 5, 0, 3]","[496074.123838798, 496062.94766356, 496072.966398312, 496076.736870743, 496050.564684908, 496074.556364274]","[5406099.47865315, 5406107.03693513, 5406110.13253031, 5406106.34070881, 5406113.17802321, 5406096.90964836]"
49953,1688.0,496062.936023339,5406107.04765279,2.96296,0.0,226.064,-4.6,13.4444,190.8,"[47646, 49950, 49957, 49959, 49953, 49919]","[0, 3, 3, 3, 4, 5]","[496050.857423425, 496072.812002038, 496074.097836469, 496074.568272584, 496062.936023339, 496077.394542691]","[5406113.09669337, 5406110.10541842, 5406099.43711114, 5406096.90111683, 5406107.04765279, 5406106.18260679]"
49953,1688.1,496062.903969342,5406107.06309313,5.0,0.6,226.8,-6.4,8.2,199.6,"[47646, 49953, 49959, 49957, 49950, 49919]","[0, 4, 3, 3, 3, 5]","[496051.146759539, 496062.903969342, 496074.596356962, 496074.110116399, 496072.675086221, 496077.994789043]","[5406113.01590985, 5406107.06309313, 5406096.89617552, 5406099.41550433, 5406110.10005247, 5406105.97340119]"
49953,1688.2,496062.886903411,5406107.08759167,0.0,0.0,228.0,-6.6,8.8,203.526,"[49957, 47646, 49919, 49953, 49959, 49950]","[3, 0, 5, 4, 3, 3]","[496074.17397408, 496051.434533601, 496078.639135476, 496062.886903411, 496074.613328849, 496072.583114363]","[5406099.42595295, 5406112.93345455, 5406105.76544273, 5406107.08759167, 5406096.89487521, 5406110.24190159]"
49953,1688.3,496062.874683978,5406107.1105016,2.2,1.8,232.4,-7.2,-3.8,228.8,"[49959, 47646, 49919, 49950, 49957, 49953]","[3, 0, 5, 3, 3, 4]","[496074.637486154, 496051.705571391, 496079.390126577, 496072.493902281, 496074.199143715, 496062.874683978]","[5406096.8938579, 5406112.8565733, 5406105.62103411, 5406110.3475071, 5406099.43481775, 5406107.1105016]"
49953,1688.4,496062.853624192,5406107.13931766,0.0,0.0,244.8,0.0,-7.0,242.4,"[49957, 47646, 49919, 49950, 49953, 49959]","[3, 0, 5, 3, 4, 3]","[496074.170132299, 496051.970274475, 496080.091788143, 496072.302643474, 496062.853624192, 496074.662558638]","[5406099.44146446, 5406112.78044277, 5406105.46177868, 5406110.61016771, 5406107.13931766, 5406096.88485492]"
49953,1688.5,496062.795044726,5406107.18669138,0.0,0.0,259.2,-0.6,-11.358,272.4,"[47646, 49919, 49950, 49957, 49959, 49953]","[0, 5, 3, 3, 3, 4]","[496052.220895632, 496080.780018394, 496072.167388159, 496074.141120883, 496074.673530914, 496062.795044726]","[5406112.7056831, 5406105.28792265, 5406110.94514429, 5406099.44811117, 5406096.88155557, 5406107.18669138]"
49953,1688.6,496062.755806331,5406107.24215686,0.0,0.0,275.6,0.0,-10.3704,268.0,"[49950, 49919, 47646, 49957, 49959, 49953]","[3, 5, 0, 3, 3, 4]","[496072.137158895, 496081.467599381, 496052.458902955, 496074.128869471, 496074.684815894, 496062.755806331]","[5406110.86477503, 5406105.10899367, 5406112.64110414, 5406099.46242857, 5406096.87635578, 5406107.24215686]"
49953,1688.7,496062.756752118,5406107.2874614,0.0,0.0,274.8,0.0,-7.90123,273.2,"[49953, 47646, 49919, 49950, 49957, 49959]","[4, 0, 5, 3, 3, 3]","[496062.756752118, 496052.697117885, 496082.157796828, 496072.090927279, 496074.140417019, 496074.699507943]","[5406107.2874614, 5406112.57125805, 5406104.9321113, 5406110.67626434, 5406099.48763824, 5406096.88454633]"
49953,1688.8,496062.768340056,5406107.33441803,0.0,0.0,279.6,0.0,-11.358,297.2,"[49919, 49950, 49957, 49959, 49953, 47646]","[5, 3, 3, 3, 4, 0]","[496082.849988476, 496072.065994055, 496074.151964567, 496074.712310485, 496062.768340056, 496052.922887848]","[5406104.76060114, 5406110.53372459, 5406099.51284791, 5406096.90771152, 5406107.33441803, 5406112.50423132]"
49953,1688.9,496062.75005314,5406107.3885203,0.0,0.0,259.917,9.8,0.0,310.207,"[47646, 49959, 49953, 49957, 49950, 49919]","[0, 3, 4, 3, 3, 5]","[496053.135357933, 496074.70693422, 496062.75005314, 496074.163512114, 496072.050477517, 496083.54268194]","[5406112.44114405, 5406096.94267706, 5406107.3885203, 5406099.53805758, 5406110.56655459, 5406104.59072407]"
49953,1689.0,496062.750125032,5406107.43066112,0.0,0.0,253.444,12.8,0.0,310.207,"[49953, 49959, 49957, 49950, 49919, 47646]","[4, 3, 3, 3, 5, 0]","[496062.750125032, 496074.694309767, 496074.175059662, 496072.049177156, 496084.231873063, 496053.321762924]","[5406107.43066112, 5406096.92502385, 5406099.56326724, 5406110.74205219, 5406104.41331109, 5406112.38546047]"
49953,1689.1,496062.770025534,5406107.48210471,0.0,0.0,262.407,0.0,0.0,313.195,"[47646, 49959, 49957, 49950, 49919, 49953]","[0, 3, 3, 3, 5, 4]","[496053.515156596, 496074.696521998, 496074.175057643, 496072.026969393, 496084.913943708, 496062.770025534]","[5406112.32657739, 5406096.88573217, 5406099.59012694, 5406110.72552512, 5406104.23462125, 5406107.48210471]"
49953,1689.2,496062.838669656,5406107.54533887,0.0,0.0,259.917,0.0,0.0,303.237,"[49953, 49959, 49957, 49950, 49919, 47646]","[4, 3, 3, 3, 5, 0]","[496062.838669656, 496074.703514359, 496074.166967014, 496072.000453719, 496085.520085591, 496053.697512861]","[5406107.54533887, 5406096.87352869, 5406099.60055375, 5406110.54843205, 5406104.00533377, 5406112.26984939]"
49953,1689.3,496062.907578826,5406107.62945756,0.0,0.0,247.967,0.0,0.0,237.012,"[49953, 49959, 49957, 49950, 49919, 47646]","[4, 3, 3, 3, 5, 0]","[496062.907578826, 496074.674443465, 496074.170832055, 496072.021195184, 496086.160621369, 496053.868632026]","[5406107.62945756, 5406096.95188508, 5406099.58153927, 5406110.55800023, 5406103.78158193, 5406112.21854603]"
49953,1689.4,496062.938773022,5406107.72280561,0.0,-2.8,239.2,-8.2,0.0,214.8,"[49953, 47646, 49919, 49950, 49957, 49959]","[4, 0, 5, 3, 3, 3]","[496062.938773022, 496054.024250464, 496086.923973602, 496072.069645449, 496074.163066164, 496074.583715379]","[5406107.72280561, 5406112.16795885, 5406103.63058977, 5406110.71668204, 5406099.55382291, 5406097.1243489]"
49953,1689.5,496062.916649004,5406107.80331179,0.0,0.0,229.6,-9.8,0.0,198.4,"[49919, 49950, 49957, 49959, 49953, 47646]","[5, 3, 3, 3, 4, 0]","[496087.62772875, 496072.103034358, 496074.138405067, 496074.433213223, 496062.916649004, 496054.170647625]","[5406103.46986849, 5406110.69190834, 5406099.50367359, 5406097.2710553, 5406107.80331179, 5406112.12444422]"
49953,1689.6,496062.904682024,5406107.88453436,0.0,-4.8,230.8,-11.4,2.4,207.6,"[47646, 49953, 49959, 49957, 49950, 49919]","[0, 4, 3, 3, 3, 5]","[496054.314524491, 496062.904682024, 496074.264408416, 496074.218582476, 496072.117912115, 496088.310394557]","[5406112.0814807, 5406107.88453436, 5406097.28595809, 5406099.54762086, 5406110.51812788, 5406103.29880299]"
49953,1689.7,496062.907333623,5406107.97949891,0.0,-3.0,226.8,-11.8,3.4,204.8,"[49957, 47646, 49919, 49950, 49959, 49953]","[3, 0, 5, 3, 3, 4]","[496074.480321007, 496054.443202655, 496088.989175022, 496072.131122832, 496074.132075528, 496062.907333623]","[5406099.76923956, 5406112.03745414, 5406103.11888515, 5406110.39440566, 5406097.19404193, 5406107.97949891]"
49953,1689.8,496062.927452249,5406108.07881622,0.0,0.0,234.8,-11.0,3.6,203.2,"[49950, 49953, 49959, 49957, 49919, 47646]","[3, 4, 3, 3, 5, 0]","[496072.138618942, 496062.927452249, 496074.047286344, 496074.753256976, 496089.659808035, 496054.564898105]","[5406110.30317651, 5406108.07881622, 5406096.98517603, 5406100.01177925, 5406102.93405638, 5406111.99968888]"
49953,1689.9,496062.975808054,5406108.21418102,0.0,0.0,235.265,-4.1834,5.5834,204.115,"[49959, 49957, 49950, 49919, 47646, 49953]","[3, 3, 3, 5, 0, 4]","[496073.941758883, 496075.045900756, 496072.141796054, 496090.321324396, 496054.67425127, 496062.975808054]","[5406096.86239261, 5406100.21927421, 5406110.25225953, 5406102.5113341, 5406111.96734323, 5406108.21418102]"
49953,1690.0,496063.03437614,5406108.37051605,0.0,0.0,245.917,-4.68133,7.57095,204.596,"[49953, 49959, 49957, 49950, 49919, 47646]","[4, 3, 3, 3, 5, 0]","[496063.03437614, 496073.835875364, 496075.196922002, 496072.150086235, 496090.999981798, 496054.775170141]","[5406108.37051605, 5406096.77892916, 5406100.2603559, 5406110.24099969, 5406102.06100977, 5406111.93809652]"
49953,1690.1,496063.084032597,5406108.51366218,0.0,0.0,246.4,-3.7751,5.1917,200.229,"[49959, 49953, 47646, 49919, 49950, 49957]","[3, 4, 0, 5, 3, 3]","[496073.744120571, 496063.084032597, 496054.871976811, 496091.69504265, 496072.166158504, 496075.146360162]","[5406096.7234655, 5406108.51366218, 5406111.90768837, 5406101.99997663, 5406110.23340688, 5406100.27647233]"
49953,1690.2,496063.110109782,5406108.6448985,0.0,0.0,240.163,-6.47303,7.1834,200.008,"[47646, 49919, 49950, 49957, 49959, 49953]","[0, 5, 3, 3, 3, 4]","[496054.962972223, 496092.366151395, 496072.18879219, 496075.108305244, 496073.689057331, 496063.110109782]","[5406111.87299812, 5406101.9271308, 5406110.36299822, 5406100.31474914, 5406096.69000282, 5406108.6448985]"
49953,1690.3,496063.164746781,5406108.76882121,0.0,-3.48548,267.63,-5.47718,5.9751,199.608,"[49950, 49953, 49959, 49957, 49919, 47646]","[3, 4, 3, 3, 5, 0]","[496072.200809223, 496063.164746781, 496073.723353901, 496074.983293073, 496093.03189482, 496055.044030606]","[5406110.4713281, 5406108.76882121, 5406096.66670794, 5406100.21009887, 5406101.84014873, 5406111.84753923]"
49953,1690.4,496063.269307261,5406108.90370507,0.0,-2.0,259.2,-3.8,4.0,201.2,"[49959, 49953, 47646, 49957, 49950, 49919]","[3, 4, 0, 3, 3, 5]","[496073.816846869, 496063.269307261, 496055.119326043, 496074.89181284, 496072.204012506, 496093.697575093]","[5406096.64109951, 5406108.90370507, 5406111.8279617, 5406100.11737589, 5406110.39749535, 5406101.73764333]"
49953,1690.5,496063.375319766,5406109.08943943,0.0,-1.2,273.2,-6.49231,-0.230769,203.877,"[47646, 49953, 49957, 49950, 49919]","[0, 4, 3, 3, 5]","[496055.191412245, 496063.375319766, 496074.831891296, 496072.220618547, 496094.361681249]","[5406111.80447056, 5406109.08943943, 5406100.04530586, 5406110.49605289, 5406101.60678262]"
49953,1690.6,496063.448596967,5406109.25184411,0.0,0.0,258.0,-4.6,3.4,198.8,"[49953, 49957, 49950, 49919, 47646]","[4, 3, 3, 5, 0]","[496063.448596967, 496074.78205024, 496072.224218236, 496095.023665349, 496055.258175194]","[5406109.25184411, 5406099.94669189, 5406110.57273415, 5406101.45637383, 5406111.78418016]"
49953,1690.7,496063.49591047,5406109.37417663,0.0,0.0,254.0,-1.6,0.0,200.8,"[49950, 49919, 49962, 49957, 47646, 49953]","[3, 5, 3, 3, 0, 4]","[496072.202313487, 496095.685291427, 496074.718579177, 496074.724311308, 496055.329361375, 496063.49591047]","[5406110.45063763, 5406101.30901223, 5406096.792285, 5406099.88792397, 5406111.7612016, 5406109.37417663]"
49953,1690.8,496063.5262427,5406109.5031628,0.0,0.0,269.2,-5.07692,0.0,204.8,"[49950, 49962, 49953, 47646, 49957, 49919]","[3, 3, 4, 0, 3, 5]","[496072.191338099, 496074.597649725, 496063.5262427, 496055.401324872, 496074.755211279, 496096.346236816]","[5406110.38921839, 5406096.84151463, 5406109.5031628, 5406111.7403083, 5406099.85160097, 5406101.1406971]"
49953,1690.9,496063.548763546,5406109.68459533,0.0,0.0,281.6,-5.0,0.0,224.4,"[47646, 49950, 49919, 49957, 49962, 49953]","[0, 3, 5, 3, 3, 4]","[496055.475661973, 496072.184534282, 496097.013185212, 496074.78870344, 496074.50818711, 496063.548763546]","[5406111.72180989, 5406110.36136637, 5406100.96049453, 5406099.70886883, 5406096.82160374, 5406109.68459533]"
49953,1691.0,496063.608340826,5406109.89225397,0.0,0.0,280.0,0.0,0.0,244.0,"[49919, 47646, 49950, 49957, 49962, 49953]","[5, 0, 3, 3, 3, 4]","[496097.680133609, 496055.558853457, 496072.175461449, 496074.639197271, 496074.447033639, 496063.608340826]","[5406100.78029196, 5406111.69283226, 5406110.34425966, 5406099.49220994, 5406096.76580399, 5406109.89225397]"
49953,1691.1,496063.652079236,5406110.04661677,0.0,0.0,290.0,0.0,0.0,266.0,"[49950, 49953, 49962, 47646, 49957, 49919]","[3, 4, 3, 0, 3, 5]","[496072.187336106, 496063.652079236, 496074.449699977, 496055.650385285, 496074.685939521, 496098.344778751]","[5406110.44577283, 5406110.04661677, 5406096.92225673, 5406111.66756685, 5406099.55342464, 5406100.60431957]"
49953,1691.2,496063.701474507,5406110.15505238,0.0,0.0,295.2,0.0,0.0,287.2,"[49962, 49957, 49953, 49919, 49950, 47646]","[3, 3, 4, 5, 3, 0]","[496074.392578875, 496074.690726666, 496063.701474507, 496099.00672565, 496072.21283611, 496055.737140468]","[5406096.97093203, 5406099.55834499, 5406110.15505238, 5406100.43199273, 5406110.66666973, 5406111.63856616]"
49953,1691.3,496063.774286092,5406110.28464315,0.0,0.0,290.0,0.0,0.0,304.0,"[47646, 49953, 49962, 49919, 49950, 49957]","[0, 4, 3, 5, 3, 3]","[496055.829930652, 496063.774286092, 496074.340962442, 496099.665314389, 496072.225194215, 496074.687647662]","[5406111.61295341, 5406110.28464315, 5406096.91542981, 5406100.2489052, 5406110.84493243, 5406099.53725289]"
49953,1691.4,496063.827908401,5406110.47269709,0.0,0.0,268.0,5.47407,2.8,287.314,"[49957, 49962, 49953, 47646, 49919, 49950]","[3, 3, 4, 0, 5, 3]","[496074.668137849, 496074.28934601, 496063.827908401, 496055.929638262, 496100.314805778, 496072.212368505]","[5406099.52076568, 5406096.8599276, 5406110.47269709, 5406111.58157168, 5406100.05876747, 5406110.83440482]"
49953,1691.5,496063.879965024,5406110.68719597,0.0,0.0,276.0,5.8,0.0,311.2,"[49957, 49962, 49953, 49950, 49919, 47646]","[3, 3, 4, 3, 5, 0]","[496074.652706339, 496074.237729578, 496063.879965024, 496072.207884622, 496100.966941033, 496056.036602676]","[5406099.48313587, 5406096.80442539, 5406110.68719597, 5406110.75628, 5406099.86956004, 5406111.55523379]"
49953,1691.6,496063.884898907,5406110.82593685,0.0,0.0,279.6,7.6,1.8,304.0,"[49950, 47646, 49919, 49957, 49962, 49953]","[3, 0, 5, 3, 3, 4]","[496072.224939407, 496056.157783434, 496101.621050929, 496074.670695446, 496074.276470079, 496063.884898907]","[5406110.74274335, 5406111.51696417, 5406099.66970977, 5406099.45165413, 5406096.77306119, 5406110.82593685]"
49953,1691.7,496063.854829932,5406110.92274382,0.0,0.0,281.2,5.4,0.0,302.8,"[47646, 49919, 49950, 49957, 49962, 49953]","[0, 5, 3, 3, 3, 4]","[496056.287053507, 496102.27273624, 496072.159716579, 496074.726794317, 496074.435795212, 496063.854829932]","[5406111.47654096, 5406099.46748074, 5406110.64213385, 5406099.42636891, 5406096.78762593, 5406110.92274382]"
49953,1691.8,496063.848160585,5406111.04117216,0.0,0.0,290.4,5.8,0.0,306.4,"[47646, 49953, 49962, 49957, 49950, 49919]","[0, 4, 3, 3, 3, 5]","[496056.433088328, 496063.848160585, 496074.441512083, 496074.732749541, 496072.033153202, 496102.94154652]","[5406111.42987096, 5406111.04117216, 5406096.75565212, 5406099.40023757, 5406110.7423648, 5406099.27700098]"
49953,1691.9,496063.878135443,5406111.20375842,0.0,0.0,295.269,0.0,-3.8,285.407,"[47646, 49953, 49962, 49957, 49950, 49919]","[0, 4, 3, 3, 3, 5]","[496056.583895885, 496063.878135443, 496074.476874221, 496074.718434036, 496072.01397053, 496103.612791808]","[5406111.39028093, 5406111.20375842, 5406096.67994737, 5406099.38577807, 5406110.81725301, 5406099.0950454]"
49953,1692.0,496063.948200601,5406111.3391007,0.0,0.0,284.652,0.0,0.0,284.681,"[47646, 49919, 49950, 49957, 49962, 49953]","[0, 5, 3, 3, 3, 4]","[496056.761453866, 496104.278932747, 496072.091911422, 496074.697247798, 496074.481900669, 496063.948200601]","[5406111.33591177, 5406098.91247975, 5406110.86237447, 5406099.38735225, 5406096.65672453, 5406111.3391007]"
49953,1692.1,496063.991839299,5406111.40526544,None,None,None,None,None,None,"[47646, 49919, 49950, 49957, 49962, 49953]","[0, 5, 3, 3, 3, 4]","[496056.952043288, 496104.937141755, 496072.095927796, 496074.689394048, 496074.514111795, 496063.991839299]","[5406111.27784311, 5406098.73200647, 5406110.91008205, 5406099.38995738, 5406096.69172411, 5406111.40526544]"
49953,1692.2,496063.97651492,5406111.56612043,None,None,None,None,None,None,"[49950, 49957, 49962, 49953, 47646, 49919]","[3, 3, 3, 4, 0, 5]","[496072.100101593, 496074.698801388, 496074.560154856, 496063.97651492, 496057.15702782, 496105.585274616]","[5406110.860006, 5406099.39817858, 5406096.85778981, 5406111.56612043, 5406111.21685755, 5406098.55975284]"
49953,1692.3,496063.991938367,5406111.71792338,None,None,None,None,None,None,"[49962, 49953, 47646, 49919, 49950, 49957]","[3, 4, 0, 5, 3, 3]","[496074.614086317, 496063.991938367, 496057.367410418, 496106.227548674, 496072.102605729, 496074.696773958]","[5406096.96938239, 5406111.71792338, 5406111.15260951, 5406098.3739897, 5406110.78634307, 5406099.41300068]"
49953,1692.4,496064.042772496,5406111.88391653,None,None,None,None,None,None,"[49953, 47646, 49962, 49957, 49950, 49919]","[4, 0, 3, 3, 3, 5]","[496064.042772496, 496057.606103445, 496074.617467316, 496074.690513356, 496072.094791594, 496106.879311707]","[5406111.88391653, 5406111.08443772, 5406096.94872706, 5406099.429376, 5406110.86690503, 5406098.19300204]"
49953,1692.5,496064.083042924,5406112.04600683,None,None,None,None,None,None,"[49919, 49953, 49950, 49957, 49962, 47646]","[5, 4, 3, 3, 3, 0]","[496107.533951441, 496064.083042924, 496072.08620447, 496074.684165062, 496074.606765676, 496057.867775921]","[5406098.01793818, 5406112.04600683, 5406110.95120482, 5406099.42334688, 5406096.92989788, 5406111.00830716]"
49953,1692.6,496064.076917837,5406112.19408986,None,None,None,None,None,None,"[49962, 49953, 47646, 49919, 49950, 49957]","[3, 4, 0, 5, 3, 3]","[496074.596145815, 496064.076917837, 496058.138458233, 496108.171224308, 496072.091956722, 496074.68377489]","[5406096.88312537, 5406112.19408986, 5406110.9211535, 5406097.83689451, 5406111.03727193, 5406099.41798094]"
49953,1692.7,496064.039771771,5406112.34663887,None,None,None,None,None,None,"[49953, 49962, 49957, 49950, 47646, 49919]","[4, 3, 3, 3, 0, 5]","[496064.039771771, 496074.576164597, 496074.698129137, 496072.108657526, 496058.414835539, 496108.809633666]","[5406112.34663887, 5406096.86264246, 5406099.42860614, 5406111.08964087, 5406110.84576063, 5406097.66272123]"
49953,1692.8,496064.022512429,5406112.50905526,None,None,None,None,None,None,"[47646, 49919, 49950, 49957, 49962, 49953]","[0, 5, 3, 3, 3, 4]","[496058.691946328, 496109.452433389, 496072.114268686, 496074.712729795, 496074.54752302, 496064.022512429]","[5406110.76046897, 5406097.48803308, 5406111.12078727, 5406099.43614605, 5406096.91403263, 5406112.50905526]"
49953,1692.9,496064.008172859,5406112.65235332,None,None,None,None,None,None,"[49950, 47646, 49953, 49962, 49957, 49919]","[3, 0, 4, 3, 3, 5]","[496072.118446043, 496059.008173107, 496064.008172859, 496074.502378593, 496074.739242843, 496110.103372517]","[5406111.15704167, 5406110.6662568, 5406112.65235332, 5406096.89814391, 5406099.42183344, 5406097.31239042]"
49953,1693.0,496064.00376773,5406112.76191254,None,None,None,None,None,None,"[47646, 49962, 49919, 49950, 49957, 49953]","[0, 3, 5, 3, 3, 4]","[496059.328258832, 496074.481545115, 496110.747231333, 496072.13214239, 496074.713439705, 496064.00376773]","[5406110.56563295, 5406096.85195439, 5406097.13636433, 5406111.19199575, 5406099.39665376, 5406112.76191254]"
49953,1693.1,496064.009767422,5406112.85478243,None,None,None,None,None,None,"[49953, 47646, 49919, 49950, 49957, 49962]","[4, 0, 5, 3, 3, 3]","[496064.009767422, 496059.66325841, 496111.377519162, 496072.129718781, 496074.68888859, 496074.491255068]","[5406112.85478243, 5406110.4624005, 5406096.95960332, 5406111.19030113, 5406099.37930472, 5406096.7987022]"
49953,1693.2,496064.028957041,5406112.96225238,None,None,None,None,None,None,"[49957, 49950, 49919, 47646, 49953, 49963, 49962]","[3, 3, 5, 0, 4, 3, 3]","[496074.641846368, 496072.14361074, 496112.002371135, 496059.982280509, 496064.028957041, 496073.686175178, 496074.507824149]","[5406099.38047484, 5406111.20806805, 5406096.78116947, 5406110.36738587, 5406112.96225238, 5406092.82144572, 5406096.78398197]"
49953,1693.3,496064.05013861,5406113.0737635,None,None,None,None,None,None,"[49919, 47646, 49957, 49950, 49962, 49963, 49953]","[5, 0, 3, 3, 3, 3, 4]","[496112.616592793, 496060.333916083, 496074.655272846, 496072.157362246, 496074.520093022, 496073.417652326, 496064.05013861]","[5406096.59946423, 5406110.25492571, 5406099.40365149, 5406111.22066326, 5406096.79338517, 5406092.87008045, 5406113.0737635]"
49953,1693.4,496064.076177362,5406113.19438688,None,None,None,None,None,None,"[49957, 49963, 47646, 49919, 49953, 49950, 49962]","[3, 3, 0, 5, 4, 3, 3]","[496074.688612571, 496073.21258881, 496060.700798277, 496113.228634916, 496064.076177362, 496072.156129233, 496074.506930518]","[5406099.42277218, 5406092.90134556, 5406110.15120048, 5406096.42329008, 5406113.19438688, 5406111.23157288, 5406096.79983949]"
49953,1693.5,496064.102958784,5406113.32731816,None,None,None,None,None,None,"[49957, 49953, 47646, 49919, 49963, 49962, 49950]","[3, 4, 0, 5, 3, 3, 3]","[496074.672052333, 496064.102958784, 496061.077111055, 496113.836295605, 496073.102059977, 496074.505258797, 496072.133966828]","[5406099.43466273, 5406113.32731816, 5406110.03696482, 5406096.25823488, 5406092.90439408, 5406096.78816602, 5406111.23743994]"
49953,1693.6,496064.131708094,5406113.47438197,None,None,None,None,None,None,"[47646, 49919, 49953, 49963, 49962, 49957, 49950]","[0, 5, 4, 3, 3, 3, 3]","[496061.452833467, 496114.441495633, 496064.131708094, 496073.030877287, 496074.517699846, 496074.651711138, 496072.099242309]","[5406109.92548413, 5406096.09947122, 5406113.47438197, 5406092.88116176, 5406096.86061426, 5406099.44455655, 5406111.25188023]"
49953,1693.7,496064.153728859,5406113.63052557,None,None,None,None,None,None,"[49953, 49919, 49950, 49957, 49962, 49963, 47646]","[4, 5, 3, 3, 3, 3, 0]","[496064.153728859, 496115.04036694, 496072.060445896, 496074.641265455, 496074.454725264, 496073.008146588, 496061.812085803]","[5406113.63052557, 5406095.94605561, 5406111.28690917, 5406099.45621617, 5406096.78030412, 5406092.80702215, 5406109.8203046]"
49953,1693.8,496064.166232941,5406113.78848258,None,None,None,None,None,None,"[47646, 49919, 49950, 49957, 49962, 49963, 49953]","[0, 5, 3, 3, 3, 3, 4]","[496062.214127262, 496115.637404254, 496072.014359199, 496074.629094215, 496074.369196468, 496073.036418656, 496064.166232941]","[5406109.70444768, 5406095.77545887, 5406111.32705654, 5406099.47092735, 5406096.71072997, 5406092.76190469, 5406113.78848258]"
49953,1693.9,496064.175362948,5406113.95004997,None,None,None,None,None,None,"[49962, 49950, 49919, 47646, 49953, 49957, 49963]","[3, 3, 5, 0, 4, 3, 3]","[496074.424763075, 496071.969655648, 496116.22678133, 496062.624868371, 496064.175362948, 496074.634620409, 496073.083571702]","[5406096.8124628, 5406111.4122866, 5406095.61747386, 5406109.57823761, 5406113.95004997, 5406099.47577314, 5406092.56994167]"
49953,1694.0,496064.180154346,5406114.11966411,None,None,None,None,None,None,"[49919, 49950, 49957, 49962, 49963, 49953, 47646]","[5, 3, 3, 3, 3, 4, 0]","[496116.800676476, 496071.870723708, 496074.651250257, 496074.388500502, 496073.146027496, 496064.180154346, 496063.041023826]","[5406095.47694293, 5406111.39168043, 5406099.46937659, 5406096.7738085, 5406092.4941688, 5406114.11966411, 5406109.45754727]"
49953,1694.1,496064.177374484,5406114.29241058,None,None,None,None,None,None,"[49950, 49953, 49965, 49963, 49962, 49957, 49919, 47646]","[3, 4, 3, 3, 3, 3, 5, 0]","[496071.779777803, 496064.177374484, 496071.727427169, 496073.24184549, 496074.403456529, 496074.617448289, 496117.379971495, 496063.466603365]","[5406111.43664864, 5406114.29241058, 5406111.38380038, 5406092.4951032, 5406096.81339886, 5406099.47088255, 5406095.31081626, 5406109.33235049]"
49953,1694.2,496064.167987096,5406114.45658246,None,None,None,None,None,None,"[49957, 49963, 49964, 49965, 49966, 49953, 47646, 49919, 49950, 49962]","[3, 3, 5, 3, 3, 4, 0, 5, 3, 3]","[496074.639656041, 496073.338663919, 496144.154397247, 496071.543330766, 496120.329733112, 496064.167987096, 496063.873676353, 496117.955310003, 496071.656352435, 496074.390470041]","[5406099.47470188, 5406092.51631197, 5406103.92671283, 5406111.40255923, 5406105.61131793, 5406114.45658246, 5406109.21453294, 5406095.13259906, 5406111.49331738, 5406096.85175111]"
